MasVnrType_Stone,ExterQual_Gd,Age,WoodDeckSF,EnclosedPorch,BsmtQual_Gd,BldgType_Twnhs,BsmtFinSF2,Exterior1st_CemntBd,GarageFinish_Unf,Exterior1st_VinylSd,GarageType_Attchd,HalfBath,FireplaceQu_no_fireplace,GrLivArea,MSSubClass,Neighborhood_NridgHt,FullBath,BsmtFinSF1,Neighborhood_NoRidge,Foundation_CBlock,GarageArea,BsmtUnfSF,BsmtExposure_Gd,GarageFinish_RFn,Exterior1st_BrkFace,HeatingQC_TA,Condition1_Norm,Functional_Typ,Neighborhood_Crawfor,MSZoning_RM,1stFlrSF,BldgType_Duplex,MasVnrArea,BldgType_TwnhsE,Neighborhood_StoneBr,KitchenQual_Fa,ScreenPorch,MSZoning_FV,AgeRemod,GarageType_BuiltIn,LotArea,OpenPorchSF,BsmtFinType1_GLQ,OverallQual,LotFrontage,OverallCond,BsmtQual_Fa,SalePrice
0,1,7,100,0,0,0,0,0,0,1,1,0,1,1560,20,0,2,0,0,0,573,1560,0,0,0,0,1,1,0,0,1560,0,0.0,0,0,0,0,0,7,0,9196,150,0,7,129.0,5,0,201000
0,0,59,0,0,0,0,0,0,1,1,0,0,1,864,20,0,1,120,0,1,400,744,0,0,0,0,1,1,0,0,864,0,0.0,0,0,0,0,0,59,0,19138,0,0,4,140.0,5,0,141000
0,0,1,124,0,0,0,0,1,0,0,1,1,0,2121,20,1,2,0,0,0,732,2121,1,0,0,0,1,1,0,0,2121,0,315.0,0,0,0,142,0,0,0,14450,98,0,9,107.0,5,0,415298
0,0,31,288,0,1,0,0,0,0,0,1,1,0,2022,60,0,2,392,0,1,505,768,0,0,0,0,1,1,0,0,1156,0,299.0,0,0,0,0,0,31,0,10005,117,0,7,83.0,5,0,192000
0,1,18,0,0,1,0,0,0,0,0,1,1,0,1982,60,0,2,421,0,1,575,386,0,0,0,0,1,1,0,0,1175,0,340.0,0,0,0,0,0,18,0,11287,84,1,7,82.0,6,0,228500
1,1,0,0,0,1,0,0,0,0,1,1,0,1,1262,20,0,2,905,0,0,572,357,0,0,0,0,1,1,0,0,1262,0,68.0,0,0,0,0,1,0,0,7200,120,1,6,60.0,5,0,185000
1,1,2,172,0,1,1,0,0,0,1,1,0,0,1314,120,1,2,904,0,0,626,410,0,1,0,0,1,1,0,0,1314,0,166.0,0,0,0,0,0,1,0,5063,62,1,7,34.0,5,0,207500
1,1,1,210,0,1,0,0,0,0,1,1,0,0,1468,20,0,2,0,0,0,898,1468,0,0,0,0,0,1,0,0,1468,0,72.0,0,0,0,0,0,0,0,9612,150,0,8,74.0,5,0,244600
0,1,15,0,52,1,0,0,0,0,0,1,0,1,1575,120,0,2,430,0,0,529,1145,0,1,0,0,1,1,0,0,1575,0,0.0,1,0,0,0,0,15,0,8012,0,1,6,50.0,5,0,179200
0,1,1,0,0,1,0,0,0,0,0,0,1,1,1250,160,0,2,0,0,0,528,625,0,1,0,0,1,1,0,0,625,0,0.0,1,0,0,0,1,0,0,4251,54,0,7,35.0,5,0,164700
0,0,44,0,0,0,0,0,0,0,0,1,1,0,1734,50,0,1,600,0,1,440,312,0,1,0,1,1,1,0,0,1085,0,0.0,0,0,0,128,0,25,0,9786,0,0,6,77.0,7,0,159000
0,0,35,0,0,0,0,0,0,1,0,1,0,1,858,20,0,1,614,0,1,0,244,0,0,0,1,1,1,0,0,858,0,0.0,0,0,0,0,0,35,0,8125,0,0,4,69.0,4,0,88000
0,0,43,0,0,0,0,0,0,1,0,0,0,1,900,20,0,1,450,0,1,280,432,0,0,0,1,1,1,0,0,900,0,31.0,0,0,0,0,0,43,0,9819,0,0,5,69.0,5,0,122000
0,0,92,0,0,0,0,0,0,1,0,0,0,1,1396,70,0,1,0,0,0,384,698,0,0,0,0,0,1,0,0,698,0,0.0,0,0,0,259,0,4,0,8730,0,0,6,60.0,7,0,153575
0,1,0,0,0,1,0,0,0,0,1,1,1,0,1919,60,0,2,0,0,0,685,1079,0,1,0,0,1,1,0,0,1079,0,0.0,0,0,0,0,0,0,0,15611,51,0,8,120.0,5,0,233230
0,0,96,0,0,0,0,0,0,1,1,1,0,1,1716,190,0,2,210,0,0,0,570,0,0,0,0,1,1,0,0,936,0,0.0,0,0,1,0,0,8,0,5687,184,0,5,55.0,6,0,135900
0,0,60,0,0,0,0,0,0,1,0,1,1,0,1716,50,0,1,292,0,1,281,476,0,0,0,0,1,0,0,0,1148,0,0.0,0,0,0,160,0,1,0,11409,0,0,5,60.0,4,0,131000
1,0,56,110,0,0,0,0,0,0,0,1,0,0,1644,20,0,1,1285,0,1,418,131,0,0,0,1,1,1,0,0,1644,0,238.0,0,0,0,0,0,56,0,9600,0,1,6,80.0,5,0,167000
0,0,22,120,0,0,0,0,0,1,0,0,0,1,1003,80,0,1,819,0,1,588,184,0,0,0,1,1,1,0,0,1003,0,0.0,0,0,0,0,0,22,0,7937,0,1,6,37.0,6,0,142500
0,0,57,289,0,0,0,0,0,1,0,1,1,1,1558,50,0,1,420,0,1,282,490,0,0,0,1,1,1,0,1,910,0,0.0,0,0,0,0,0,57,0,13710,0,0,5,75.0,5,0,152000
0,1,10,0,0,1,0,0,0,0,1,0,1,0,1950,60,0,2,649,0,0,576,326,0,1,0,0,1,1,0,0,975,0,1600.0,0,0,0,198,1,9,0,7399,10,0,7,66.0,5,0,239000
0,1,39,224,0,0,0,175,0,1,0,1,2,0,1743,60,0,1,384,0,1,539,143,0,0,0,0,1,1,0,0,1041,0,365.0,0,0,0,0,0,39,0,11700,0,0,6,90.0,6,0,175000
0,0,59,0,0,0,0,0,0,1,0,1,0,0,1152,20,0,1,0,0,1,300,1092,0,0,0,0,1,1,1,0,1152,0,0.0,0,0,0,0,0,5,0,14000,36,0,6,80.0,8,0,158500
0,0,53,0,0,0,0,0,0,1,0,1,0,0,1336,190,0,1,841,0,1,375,324,0,0,0,1,1,1,1,0,1336,0,56.0,0,0,0,0,0,53,0,15750,0,0,5,90.0,5,0,157000
0,1,9,208,0,1,0,0,0,0,1,0,1,0,2452,60,0,2,281,0,0,683,747,0,0,0,0,1,1,0,0,1210,0,0.0,0,0,0,0,0,8,1,16226,50,1,8,66.0,5,0,267000
0,0,34,256,0,0,0,0,0,1,1,1,0,1,894,20,0,1,894,0,0,552,0,0,0,0,1,1,1,0,0,894,0,0.0,0,0,0,0,0,34,0,9800,0,0,5,70.0,7,0,149900
1,1,3,168,0,1,0,0,1,0,0,1,0,1,2000,20,0,2,1464,0,0,888,536,0,0,0,0,1,1,0,0,2000,0,246.0,0,0,0,0,0,2,0,10386,0,1,8,80.0,5,0,305900
0,1,17,127,224,1,0,0,0,0,0,1,1,0,2243,60,0,2,700,0,1,746,0,0,1,0,0,0,1,0,0,1122,0,246.0,0,0,0,0,0,16,0,13474,44,0,7,116.0,5,0,225000
0,0,88,0,0,0,0,0,0,1,0,1,0,1,1406,50,0,1,0,0,1,0,319,0,0,0,1,0,1,0,1,1035,0,0.0,0,0,1,0,0,58,0,7920,144,0,6,69.0,7,0,89500
0,0,69,158,0,0,0,0,0,1,1,0,0,1,861,30,0,1,262,0,1,539,599,0,0,0,0,1,1,0,0,861,0,0.0,0,0,0,0,0,59,0,12342,0,0,4,69.0,5,0,82500
0,1,3,208,0,0,0,0,0,0,1,1,0,0,1944,20,1,2,1274,0,0,708,622,1,0,0,0,1,1,0,0,1944,0,0.0,0,0,0,0,0,2,0,12378,175,1,9,90.0,5,0,360000
0,0,13,190,0,1,0,0,0,0,0,1,1,0,1501,60,0,2,518,0,0,420,179,0,0,0,0,1,1,0,0,697,0,112.0,0,0,0,0,0,12,0,7685,63,0,6,69.0,5,0,165600
0,0,61,0,0,0,0,0,0,1,1,0,0,0,972,20,0,1,680,0,1,240,292,0,0,0,0,1,1,0,0,972,0,0.0,0,0,0,0,0,7,0,8000,0,0,6,50.0,6,0,132000
0,0,67,0,0,1,0,0,0,1,0,0,0,0,1118,190,0,1,507,0,1,410,286,0,0,0,1,0,1,0,1,793,0,0.0,0,0,0,271,0,56,0,7800,0,0,5,65.0,7,0,119900
0,0,81,0,234,0,0,0,0,1,0,0,1,0,1641,70,0,1,16,0,0,546,712,0,0,0,0,1,1,0,1,832,0,0.0,0,0,0,0,0,16,0,9600,0,0,7,60.0,7,0,178000
0,1,5,100,0,1,0,0,0,0,1,1,1,0,1432,60,0,2,425,0,0,432,291,0,0,0,0,1,1,0,0,716,0,0.0,0,0,0,0,0,4,0,7795,51,1,7,71.0,5,0,188500
0,1,29,288,0,1,0,0,1,0,0,1,1,0,2353,60,0,2,692,0,1,484,153,0,1,0,1,1,1,0,0,1153,0,278.0,0,0,0,0,0,29,0,13005,195,1,7,94.0,7,0,260000
0,1,16,340,144,1,0,0,0,0,0,1,1,0,2646,60,0,2,987,1,0,656,360,1,1,0,0,1,1,0,0,1372,0,256.0,0,0,0,0,0,16,0,9900,60,1,7,90.0,5,0,260000
0,0,29,233,0,1,0,0,0,1,0,1,0,0,1472,80,0,2,1036,0,1,588,336,0,0,0,1,1,1,0,0,1472,0,225.0,0,0,0,0,0,29,0,14115,48,1,7,69.0,5,0,187500
1,0,0,240,0,0,0,0,0,0,1,1,1,1,2596,60,1,3,0,0,0,840,1249,0,1,0,0,1,1,0,0,1249,0,370.0,0,0,0,0,0,0,0,16259,154,0,9,111.0,5,0,342643
0,1,3,184,0,0,0,0,0,0,1,0,1,0,2468,60,1,2,970,0,0,872,166,0,0,0,0,1,1,0,0,1136,0,388.0,0,0,0,0,0,3,1,12099,154,1,8,99.0,5,0,354000
0,1,21,201,0,0,0,1474,0,0,0,1,1,0,2730,60,0,2,28,0,1,576,0,1,0,0,0,1,1,0,0,1553,0,172.0,0,0,0,0,0,20,0,10380,96,0,7,86.0,5,0,301000
0,0,51,142,0,0,0,0,0,1,1,1,0,1,1163,20,0,1,256,0,1,220,906,0,0,0,0,1,1,0,1,1163,0,0.0,0,0,0,0,0,1,0,5820,98,0,3,49.0,8,0,126175
0,0,66,0,244,0,0,0,0,1,0,0,0,1,803,45,0,1,116,0,1,360,604,0,0,0,0,0,1,0,1,803,0,0.0,0,0,0,0,0,57,0,5000,0,0,5,50.0,6,0,87000
0,1,15,122,0,1,0,0,0,0,0,1,1,0,1719,120,0,1,1619,0,0,473,100,1,0,1,0,1,1,0,0,1719,0,0.0,1,0,0,0,0,15,0,10846,30,1,8,32.0,5,0,324000
0,0,46,0,0,0,0,0,0,0,0,1,1,1,1383,20,0,1,565,0,1,292,818,0,1,0,1,1,1,0,0,1383,0,175.0,0,0,0,0,0,46,0,11600,45,0,6,80.0,5,0,145250
0,0,93,0,268,0,0,0,0,1,0,0,0,1,2134,75,0,2,0,0,0,441,844,0,0,0,0,0,1,0,0,1445,0,0.0,0,0,0,0,0,15,0,11888,60,0,6,69.0,6,0,214500
0,0,89,0,137,0,0,0,0,1,0,0,0,1,1192,70,0,1,0,0,0,189,596,0,0,0,1,1,1,0,1,596,0,0.0,0,0,0,0,0,59,0,6402,0,0,5,60.0,5,0,78000
0,0,43,155,0,0,0,264,0,1,0,0,0,1,1728,90,0,2,40,0,1,352,1424,0,0,0,1,1,1,0,0,1728,1,84.0,0,0,0,0,0,43,0,10624,0,1,5,69.0,4,0,119000
0,0,49,0,0,0,0,0,0,0,0,1,0,1,1056,20,0,1,846,0,1,308,210,0,1,0,0,1,1,0,0,1056,0,0.0,0,0,0,0,0,15,0,8176,0,0,5,70.0,6,0,139000
1,1,4,192,0,1,0,0,0,0,1,1,0,0,1358,120,1,2,720,0,0,484,638,0,1,0,0,1,1,0,1,1358,0,146.0,1,0,0,0,0,4,0,8198,30,1,7,59.0,5,0,207000
0,0,10,100,0,1,0,0,0,0,1,1,1,0,1638,60,0,2,828,0,0,472,115,1,0,0,0,1,1,0,0,943,0,0.0,0,0,0,0,0,10,0,9042,38,1,6,59.0,5,0,192000
1,1,2,178,0,0,0,0,0,0,1,1,0,0,1922,20,0,2,1249,0,0,676,673,1,0,0,0,1,1,0,0,1922,0,200.0,0,1,0,0,0,1,0,14157,51,1,9,86.0,5,0,377426
0,1,6,192,0,1,0,0,0,0,1,1,0,1,1536,20,0,2,810,0,0,532,726,0,1,0,0,1,1,0,0,1536,0,113.0,0,0,0,0,0,5,0,9135,74,1,7,70.0,5,0,214000
0,1,22,108,0,1,0,0,0,0,0,1,0,1,1621,20,0,2,213,0,1,440,995,0,1,0,0,1,1,0,0,1621,0,0.0,0,0,0,0,0,8,0,14145,45,0,7,91.0,7,0,202500
0,0,51,0,0,0,0,0,0,1,0,1,0,1,1215,20,0,1,585,0,1,297,630,0,0,0,1,0,1,0,0,1215,0,176.0,0,0,0,234,0,11,0,12400,0,0,6,66.0,7,0,155000
0,1,8,135,0,1,0,0,0,0,1,1,1,1,1908,60,0,2,0,0,0,431,967,0,0,0,0,1,1,0,0,993,0,0.0,0,0,0,0,0,8,0,14191,0,0,8,85.0,5,0,202900
0,0,59,250,24,0,0,0,0,1,0,0,0,1,841,20,0,1,0,0,1,294,721,0,0,0,0,0,1,0,0,841,0,0.0,0,0,0,0,0,59,0,8400,0,0,4,60.0,4,0,82000
0,0,57,0,0,0,0,0,0,1,0,0,0,1,1040,90,0,2,0,0,0,400,0,0,0,0,0,1,1,0,0,1040,1,340.0,0,0,0,0,0,56,0,8544,0,0,3,69.0,4,0,87500
0,0,34,182,0,1,0,232,1,1,0,1,1,1,1112,160,0,1,129,0,1,336,175,0,0,0,1,1,1,0,1,536,0,0.0,1,0,0,0,0,34,0,2592,0,0,5,36.0,3,0,85000
0,0,67,0,0,0,0,0,0,1,0,0,0,0,1577,50,0,1,0,0,0,312,972,0,0,0,0,0,1,0,0,972,0,0.0,0,0,1,0,0,56,0,6435,0,0,6,65.0,5,0,140200
0,0,47,0,0,0,0,0,0,0,0,1,0,1,958,20,0,1,498,0,1,301,460,0,1,0,1,1,1,0,0,958,0,0.0,0,0,0,0,0,9,0,12772,0,0,6,69.0,8,0,151500
0,0,49,0,0,0,0,0,0,1,0,1,0,0,1478,20,0,2,1270,0,1,498,208,0,0,0,0,1,1,0,0,1478,0,30.0,0,0,0,0,0,49,0,17600,40,0,6,69.0,5,0,157500
1,1,5,0,0,1,1,0,0,0,1,0,1,1,1626,160,1,2,573,0,0,474,191,0,1,0,0,1,1,0,0,764,0,106.0,0,0,0,0,0,4,1,2448,27,1,7,36.0,5,0,154000
0,0,1,0,0,0,0,0,1,0,0,1,1,0,2728,60,1,2,1410,0,0,706,438,0,0,0,0,1,1,0,0,1848,0,870.0,0,0,0,0,0,0,0,20431,0,1,9,56.0,5,0,437154
0,0,0,210,0,0,0,0,0,0,0,1,0,0,1869,120,1,2,0,0,0,617,1869,0,1,0,0,1,1,0,0,1869,0,362.0,1,0,0,0,0,0,0,7820,54,0,9,68.0,5,0,318061
0,0,20,0,0,1,0,0,0,0,0,1,1,0,1453,120,0,1,1082,0,0,445,371,1,1,0,0,1,1,0,0,1453,0,0.0,0,0,0,184,0,20,0,5271,80,1,7,69.0,5,0,190000
0,0,67,48,0,0,0,380,0,1,1,0,0,1,1111,50,0,1,236,0,1,200,0,0,0,0,1,0,1,0,0,616,0,0.0,0,0,0,0,0,58,0,9084,0,0,5,60.0,6,0,95000
0,0,82,106,0,0,0,0,0,1,1,0,0,1,720,30,0,1,0,0,0,484,624,0,0,0,0,1,1,0,1,720,0,0.0,0,0,0,0,0,7,0,8520,0,0,6,60.0,8,0,105900
0,0,66,0,108,0,0,0,0,1,0,1,0,0,1595,50,0,1,388,0,1,240,552,0,0,0,0,1,1,0,0,1192,0,0.0,0,0,0,0,0,6,0,8400,0,0,6,60.0,5,0,140000
0,1,12,0,0,1,0,544,0,0,1,1,0,1,1200,20,0,2,334,0,0,521,322,0,1,0,0,1,1,0,0,1200,0,0.0,0,0,0,0,0,12,0,11249,26,0,6,105.0,5,0,177500
0,0,17,120,0,1,0,0,0,0,0,1,0,1,1167,20,0,2,560,0,0,400,598,0,1,0,0,1,1,0,0,1167,0,106.0,0,0,0,0,0,17,0,9248,26,1,6,69.0,6,0,173000
0,0,48,168,294,0,0,294,0,1,0,0,0,1,1352,80,0,1,300,0,1,288,468,0,0,0,0,1,0,0,0,1352,0,120.0,0,0,0,0,0,48,1,6930,0,0,5,92.0,4,0,130000
0,1,8,208,0,1,0,0,0,0,1,1,1,0,1924,60,0,2,956,1,0,592,130,0,1,0,0,1,1,0,0,1086,0,530.0,0,0,0,374,0,8,0,12011,75,1,8,78.0,5,0,280000
0,0,29,0,0,1,0,0,0,0,1,1,0,0,912,85,0,1,773,0,1,470,115,0,1,0,0,1,1,0,0,912,0,0.0,0,0,0,192,0,29,0,7540,0,1,6,69.0,6,0,156000
0,0,68,0,0,0,0,0,0,1,0,0,0,1,1505,50,0,1,399,0,1,240,484,0,0,0,0,1,1,0,0,988,0,0.0,0,0,0,0,0,26,0,9144,0,0,5,69.0,5,0,145000
0,1,6,0,177,0,0,0,0,0,0,0,0,0,1922,85,0,3,0,0,0,672,0,0,1,0,0,1,1,0,0,495,0,500.0,0,0,0,0,0,6,1,7301,0,0,7,64.0,5,0,198500
0,0,37,250,0,0,1,0,0,1,0,0,1,1,987,160,0,1,162,0,1,264,321,0,0,0,0,1,1,0,1,483,0,510.0,0,0,0,0,0,2,0,1680,0,0,6,21.0,8,0,118000
0,0,30,306,0,1,0,0,0,0,0,1,1,0,1574,60,0,2,712,0,0,566,84,0,0,0,1,1,1,0,0,790,0,120.0,0,0,0,0,0,30,0,18800,111,1,6,69.0,5,0,190000
0,0,89,0,218,0,0,0,0,1,1,0,0,1,1344,70,0,1,456,0,1,468,216,0,0,0,0,1,1,0,1,672,0,0.0,0,0,0,0,0,12,0,10690,128,0,5,59.0,7,0,147000
0,0,46,0,0,1,0,0,0,0,0,1,1,0,1394,20,0,1,609,0,1,514,785,0,1,0,0,1,1,0,0,1394,0,247.0,0,0,0,185,0,46,0,9500,76,0,6,69.0,5,0,159000
0,0,46,64,0,1,0,0,0,0,0,0,0,0,1431,80,0,1,371,0,1,296,728,1,1,0,0,1,1,0,0,1431,0,305.0,0,0,0,0,0,46,0,9150,110,1,6,101.0,5,0,165000
0,0,56,0,0,0,0,0,0,0,0,1,0,0,1268,20,0,1,540,0,0,244,728,0,0,0,0,1,1,0,0,1268,0,200.0,0,0,0,0,0,56,0,7800,98,0,5,78.0,6,0,132000
0,0,51,364,0,0,0,258,0,0,0,0,0,0,1287,20,0,1,72,0,1,576,733,0,0,0,0,1,1,0,0,1287,0,0.0,0,0,0,182,0,4,0,9830,17,0,5,69.0,7,0,162000
0,0,6,100,0,1,0,0,0,0,1,1,1,0,1664,60,0,2,0,0,0,460,953,0,1,0,0,1,1,0,0,953,0,0.0,0,0,0,0,0,6,0,8121,40,0,6,69.0,5,0,172400
0,0,49,0,0,0,0,0,0,0,0,0,0,0,1588,50,0,2,0,0,1,680,0,0,0,0,1,0,0,0,0,1120,0,0.0,0,0,0,0,0,49,0,17120,59,0,4,80.0,4,0,134432
0,0,26,353,0,1,0,121,0,1,0,1,0,1,752,120,0,1,623,0,1,264,0,0,0,0,1,1,1,0,0,752,0,0.0,1,0,0,90,0,26,0,7175,0,0,6,50.0,5,0,125000
0,0,56,66,0,0,0,180,0,1,0,1,0,1,1319,20,0,1,428,0,0,270,0,0,0,0,1,1,0,0,0,1319,0,0.0,0,0,0,0,0,56,0,10634,0,0,5,79.0,6,0,123000
0,1,4,100,0,1,0,0,0,0,1,0,1,0,1928,60,0,2,0,0,0,434,847,0,0,0,0,1,1,0,0,847,0,0.0,0,0,0,0,0,3,1,8200,48,0,7,65.0,5,0,219500
0,0,87,0,0,0,0,0,0,1,0,1,1,1,904,30,0,0,350,0,0,0,333,1,0,0,0,1,0,0,0,904,0,0.0,0,0,1,0,0,59,0,10020,0,0,1,69.0,1,1,61000
0,1,10,0,0,1,0,0,0,1,1,0,0,1,914,85,0,1,298,0,0,576,572,0,0,0,0,1,1,0,0,914,0,0.0,0,0,0,0,0,10,0,8846,0,1,5,57.0,5,0,148000
1,1,0,113,0,0,0,0,0,0,1,1,1,0,1856,20,0,1,1445,0,0,834,411,0,0,0,0,1,1,0,0,1856,0,350.0,0,1,0,0,0,0,0,11394,0,1,9,88.0,2,0,394432
0,0,9,100,0,1,0,0,0,0,1,1,1,0,1800,60,0,2,0,0,0,463,982,0,0,0,0,0,1,0,0,1007,0,16.0,0,0,0,0,0,9,0,8123,63,0,6,60.0,5,0,179000
0,0,86,0,242,0,0,0,0,1,0,0,0,0,1691,50,0,2,218,0,0,308,808,0,0,1,1,1,1,0,0,1026,0,0.0,0,0,0,0,0,60,0,5000,0,0,5,50.0,6,0,127000
0,1,0,216,0,1,0,0,0,0,1,1,0,0,1301,20,0,2,0,0,0,572,1293,0,1,0,0,1,1,0,0,1301,0,0.0,0,0,0,0,1,0,0,7200,121,0,7,60.0,5,0,187750
0,1,1,144,0,1,0,0,0,0,1,1,1,1,1797,60,0,2,0,0,0,639,939,0,1,0,0,1,1,0,0,939,0,0.0,0,0,0,0,0,1,0,9245,53,0,7,79.0,5,0,213500
0,0,81,0,91,0,0,0,0,1,0,0,0,1,784,45,0,1,0,0,0,360,784,0,0,0,1,1,1,0,0,784,0,0.0,0,0,0,0,0,59,0,9000,0,0,6,60.0,3,1,76000
0,1,6,146,0,1,0,0,0,0,1,1,0,0,1269,120,0,2,24,0,0,430,1232,0,0,0,0,1,1,0,0,1269,0,16.0,1,0,0,144,0,5,0,3182,20,1,8,43.0,5,0,192000
0,0,96,0,0,0,0,0,0,1,0,1,0,1,1184,50,0,1,0,0,0,0,658,0,0,0,1,0,1,0,0,658,0,0.0,0,0,0,0,0,10,0,8410,151,0,5,58.0,3,0,81000
0,0,33,296,0,0,0,0,0,1,0,0,0,0,1125,80,0,1,631,0,1,352,410,0,0,0,0,1,1,0,0,1125,0,255.0,0,0,0,0,0,33,0,7200,0,0,6,72.0,6,0,125000
0,1,9,120,0,1,0,0,0,0,1,1,0,1,1479,20,0,2,0,0,0,577,1468,0,1,0,0,1,1,0,0,1479,0,125.0,0,0,0,0,0,8,0,9382,25,0,7,93.0,5,0,191000
1,0,1,196,0,0,0,0,0,0,1,0,1,0,2332,60,1,2,1280,0,0,846,402,0,0,0,0,1,1,0,0,1742,0,272.0,0,0,0,0,0,0,1,12474,134,1,10,96.0,5,0,426000
0,0,108,0,112,0,0,391,0,1,0,0,0,1,1367,50,0,1,241,0,0,384,229,0,0,0,0,1,1,0,0,961,0,0.0,0,0,0,0,0,58,0,8405,130,0,5,50.0,8,0,119000
0,0,8,125,0,0,0,0,0,0,1,0,1,0,1961,60,0,2,690,0,0,560,114,0,0,0,0,1,1,0,0,804,0,0.0,0,0,0,0,0,7,1,12209,192,0,6,71.0,5,0,215000
0,0,48,0,0,0,0,0,0,0,0,1,0,1,882,20,0,1,0,0,0,294,0,0,1,0,1,1,1,0,0,882,0,0.0,0,0,0,0,0,48,0,8339,0,0,5,69.0,7,0,106500
0,0,65,0,0,0,0,0,0,1,0,1,0,0,788,30,0,1,266,0,1,0,522,0,0,0,1,0,1,0,0,788,0,0.0,0,0,0,0,0,56,0,7446,0,0,4,69.0,5,0,100000
0,0,67,0,0,0,0,0,0,1,0,0,0,1,1034,50,0,1,0,0,1,240,735,0,0,0,0,1,1,0,0,735,0,0.0,0,0,0,0,0,57,0,10134,39,0,5,60.0,6,0,109000
0,0,54,44,0,0,0,0,0,1,0,1,0,1,1144,20,0,1,739,0,1,596,405,0,0,0,1,1,1,0,0,1144,0,0.0,0,0,0,0,0,54,0,9571,0,0,5,68.0,6,0,129000
0,0,37,215,0,0,0,0,0,0,0,0,0,1,894,20,0,1,777,0,1,600,117,0,1,0,1,1,1,0,0,894,0,0.0,0,0,0,0,0,37,0,7200,0,0,5,60.0,5,0,123000
0,0,45,0,0,0,0,0,0,0,1,1,0,0,1812,60,0,2,540,0,1,264,324,0,1,0,1,0,1,0,0,876,0,288.0,0,0,0,0,0,45,0,7590,168,0,5,69.0,5,0,169500
0,0,87,0,0,0,0,0,0,1,0,0,0,1,1077,30,0,1,0,0,0,338,961,0,0,0,0,1,0,0,1,1077,0,0.0,0,0,0,0,0,57,0,8967,0,0,5,60.0,2,1,67000
1,1,3,0,0,1,0,0,1,0,0,1,0,1,1550,60,0,2,812,0,0,438,280,0,0,0,0,1,1,0,0,1112,0,100.0,0,0,0,0,1,2,0,8125,168,1,7,65.0,5,0,241000
0,1,12,120,0,1,0,0,0,0,0,1,1,0,1288,120,0,1,786,0,0,500,474,0,0,1,0,1,1,0,0,1288,0,0.0,1,0,0,224,0,12,0,14963,30,1,8,38.0,5,0,245500
0,1,1,0,0,1,0,0,0,0,1,1,0,0,1310,20,0,2,24,0,0,400,1286,0,0,0,0,1,1,0,0,1310,0,0.0,0,0,0,0,0,1,0,8767,0,1,7,65.0,5,0,164990
0,0,68,168,0,0,0,0,0,1,0,0,0,1,672,30,0,1,0,0,0,240,672,0,0,0,0,1,1,0,0,672,0,0.0,0,0,0,0,0,11,0,10200,0,0,5,60.0,8,0,108000
0,1,8,144,0,1,0,0,0,0,1,0,1,0,2263,60,0,2,0,1,0,420,1141,0,0,0,0,1,1,0,0,1165,0,650.0,0,0,0,0,0,8,1,12090,123,0,8,93.0,5,0,258000
0,0,12,0,0,1,0,0,0,0,0,0,1,0,1572,60,0,2,0,0,0,373,806,0,0,0,0,1,1,0,0,806,0,0.0,0,0,0,0,0,11,1,10364,40,0,6,69.0,5,0,168000
0,0,33,120,0,0,0,0,0,1,0,1,0,0,1620,20,0,2,1116,0,1,490,165,0,0,0,0,0,0,0,0,1620,0,0.0,0,0,0,0,0,16,0,9991,78,0,4,69.0,4,0,150000
0,0,72,0,0,0,0,0,0,1,0,0,0,1,1639,50,0,1,0,0,0,240,1064,0,0,0,0,1,0,0,0,1166,0,0.0,0,0,0,0,0,58,0,10480,0,0,6,51.0,5,0,115000
0,0,93,0,160,1,0,0,0,1,0,1,0,1,1680,70,0,2,0,0,0,308,840,0,0,0,0,1,1,1,0,840,0,0.0,0,0,0,0,0,32,0,15576,0,0,6,63.0,7,0,177000
0,1,1,192,0,0,0,0,0,0,1,1,1,0,2172,60,1,2,0,0,0,947,1063,0,1,0,0,1,1,0,0,1071,0,350.0,0,0,0,0,0,1,0,14154,62,0,7,109.0,5,0,280000
1,1,1,0,0,0,0,0,0,0,1,1,1,0,2078,60,0,2,789,0,0,836,245,0,0,0,0,1,1,0,0,1050,0,100.0,0,0,0,0,1,0,0,10800,102,1,8,85.0,5,0,339750
0,0,51,0,0,0,0,0,0,1,0,1,0,1,1276,20,0,1,0,0,1,350,1276,0,0,0,1,1,0,0,0,1276,0,0.0,0,0,0,0,0,51,0,9571,0,0,5,68.0,3,0,60000
0,0,51,264,0,0,0,0,0,0,0,1,0,1,1056,190,0,1,1056,0,1,572,0,0,0,0,1,1,1,0,0,1056,0,0.0,0,0,0,0,0,51,0,34650,0,0,5,100.0,5,0,145000
1,0,1,0,0,0,0,0,0,0,0,1,1,0,1478,20,0,2,578,0,0,484,892,0,0,0,0,1,1,0,0,1478,0,432.0,0,0,0,0,1,1,0,4403,144,1,7,69.0,5,0,222000
0,0,83,0,130,0,0,0,0,1,0,0,0,0,1028,30,0,1,0,0,1,360,1008,0,0,0,0,0,1,0,1,1028,0,0.0,0,0,0,0,0,60,0,8960,0,0,5,56.0,6,0,115000
0,1,15,196,0,1,0,531,0,1,1,1,1,0,2097,60,0,2,50,0,0,678,499,0,0,0,0,1,1,0,0,1080,0,0.0,0,0,0,0,0,15,0,11228,187,0,7,59.0,5,0,228000
